transaction_id,customer_id,product_id,quantity,price,total_amount,date
2464,340,60,4,15.3,61.2,2023-04-14
2465,480,116,2,141.27,282.54,2023-09-01
2466,69,118,4,147.7,590.8,2023-03-24
2467,375,65,3,121.61,364.83,2023-05-09
2468,396,7,1,534.79,534.79,2023-01-15
2469,407,95,4,201.8,807.21,2023-12-17
2470,297,120,2,303.74,607.48,2023-05-15
2471,327,54,4,495.36,1981.43,2023-05-06
2472,350,41,4,288.74,1154.96,2023-10-29
2473,58,54,1,408.65,408.65,2023-09-13
2474,25,93,1,343.4,343.4,2023-02-24
2475,23,107,2,128.49,256.98,2023-01-13
2476,383,31,1,202.76,202.76,2023-05-03
2477,334,96,3,472.27,1416.81,2023-03-09
2478,270,83,3,261.81,785.44,2023-12-14
2479,112,51,3,121.24,363.72,2023-01-01
2480,358,13,4,167.89,671.57,2023-08-23
2481,140,53,4,445.27,1781.09,2023-04-23
2482,332,3,2,307.06,614.13,2023-09-23
2483,461,44,4,322.02,1288.09,2023-01-18
2484,450,94,1,187.16,187.16,2023-10-13
2485,393,9,2,130.4,260.79,2023-03-22
2486,65,82,4,470.46,1881.83,2023-01-14
2487,202,46,2,25.86,51.72,2023-10-05
2488,356,57,2,275.31,550.62,2023-05-02
2489,395,104,1,425.23,425.23,2023-06-16
2490,371,28,3,341.5,1024.51,2023-04-02
2491,39,3,4,301.05,1204.22,2023-06-19
2492,343,117,2,317.9,635.79,2023-06-29
2493,326,41,2,238.48,476.96,2023-05-07
2494,129,2,4,195.85,783.39,2023-02-20
2495,412,95,4,215.45,861.8,2023-10-31
2496,369,66,2,37.93,75.85,2023-08-25
2497,83,74,4,331.48,1325.91,2023-09-22
2498,313,52,4,140.88,563.51,2023-12-24
2499,46,88,2,174.77,349.54,2023-10-24
2500,58,29,3,453.76,1361.27,2023-08-21
2501,266,108,1,513.57,513.57,2023-04-23
2502,340,94,4,225.75,903.02,2023-07-16
2503,378,39,1,516.47,516.47,2023-10-12
2504,11,108,2,395.57,791.13,2023-10-16
2505,489,93,1,308.41,308.41,2023-06-20
2506,125,36,1,404.97,404.97,2023-11-22
2507,393,84,2,152.82,305.64,2023-07-07
2508,330,69,2,316.05,632.1,2023-08-28
2509,106,85,4,41.84,167.37,2023-02-15
2510,257,103,3,160.91,482.73,2023-08-05
2511,204,31,1,254.43,254.43,2023-02-14
2512,247,119,1,148.17,148.17,2023-11-05
2513,148,85,4,54.4,217.59,2023-10-24
2514,456,32,3,44.41,133.22,2023-02-15
2515,58,111,2,251.19,502.38,2023-02-27
2516,122,97,2,551.95,1103.9,2023-03-09
2517,456,40,2,112.19,224.37,2023-07-07
2518,381,95,2,192.91,385.82,2023-02-21
2519,103,103,2,124.09,248.18,2023-06-22
2520,283,12,2,460.97,921.95,2023-12-05
2521,54,26,4,320.39,1281.55,2023-05-22
2522,165,111,4,322.24,1288.98,2023-11-22
2523,258,57,3,293.92,881.77,2023-02-09
2524,404,118,4,143.94,575.76,2023-06-06
2525,271,82,4,386.25,1544.99,2023-05-31
2526,64,109,3,370.18,1110.54,2023-07-09
2527,85,27,2,257.49,514.99,2023-11-25
2528,62,63,2,299.9,599.81,2023-02-01
2529,321,72,3,387.79,1163.38,2023-05-12
2530,485,73,4,7.96,31.85,2023-07-24
2531,112,88,4,212.48,849.94,2023-07-23
2532,75,86,1,360.97,360.97,2023-08-24
2533,437,27,3,242.54,727.61,2023-12-05
2534,291,54,3,400.08,1200.25,2023-04-07
2535,264,32,4,54.36,217.43,2023-04-13
2536,78,118,1,137.05,137.05,2023-02-03
2537,76,63,2,377.61,755.22,2023-07-22
2538,329,57,2,227.24,454.49,2023-03-20
2539,131,62,3,452.25,1356.74,2023-03-20
2540,8,118,2,177.35,354.69,2023-01-20
2541,86,69,3,314.35,943.04,2023-04-12
2542,101,16,1,176.79,176.79,2023-06-04
2543,171,116,4,172.73,690.92,2023-06-03
2544,84,10,3,319.93,959.78,2023-10-16
2545,387,61,3,183.56,550.68,2023-11-06
2546,464,83,1,330.44,330.44,2023-10-25
2547,408,25,1,433.35,433.35,2023-12-09
2548,229,9,1,131.7,131.7,2023-03-19
2549,169,15,2,96.46,192.91,2023-04-26
2550,17,80,1,258.43,258.43,2023-08-22
2551,327,72,3,532.24,1596.72,2023-08-22
2552,361,85,4,48.91,195.65,2023-03-27
2553,7,25,3,504.49,1513.48,2023-09-22
2554,377,21,1,31.2,31.2,2023-01-03
2555,162,35,1,156.85,156.85,2023-08-11
2556,271,14,3,198.44,595.33,2023-05-19
2557,45,109,2,486.04,972.09,2023-12-26
2558,314,19,3,318.37,955.12,2023-08-28
2559,242,83,3,281.17,843.52,2023-12-13
2560,63,117,2,363.39,726.78,2023-12-18
2561,466,103,2,147.85,295.69,2023-03-18
2562,453,54,3,538.29,1614.87,2023-09-12
2563,161,88,1,233.44,233.44,2023-07-23
2564,303,74,1,354.93,354.93,2023-11-08
2565,167,77,4,51.17,204.68,2023-07-24
2566,460,22,2,37.19,74.37,2023-02-26
2567,438,10,3,424.64,1273.92,2023-10-24
2568,470,32,4,49.37,197.5,2023-08-05
2569,51,17,1,159.97,159.97,2023-01-07
2570,250,69,3,252.97,758.9,2023-11-24
2571,44,96,2,343.19,686.38,2023-05-01
2572,11,114,2,323.11,646.23,2023-07-02
2573,54,60,2,11.69,23.37,2023-07-27
2574,248,116,1,170.34,170.34,2023-01-31
2575,352,84,4,179.39,717.57,2023-05-30
2576,3,47,2,237.83,475.67,2023-02-01
2577,9,16,3,259.46,778.38,2023-02-28
2578,346,59,2,332.69,665.38,2023-07-09
2579,94,91,4,40.33,161.31,2023-05-10
2580,418,95,1,179.57,179.57,2023-02-13
2581,45,23,3,343.42,1030.25,2023-01-12
2582,394,10,4,345.93,1383.71,2023-05-24
2583,45,55,1,399.32,399.32,2023-04-01
2584,19,115,4,419.33,1677.3,2023-10-28
2585,479,65,1,129.31,129.31,2023-07-27
2586,418,83,1,248.0,248.0,2023-04-05
2587,81,80,1,364.96,364.96,2023-04-12
2588,379,115,3,406.93,1220.78,2023-05-11
2589,302,16,4,250.23,1000.9,2023-02-19
2590,303,26,2,254.0,508.01,2023-09-02
2591,100,23,2,489.91,979.83,2023-07-15
2592,431,12,3,492.87,1478.62,2023-11-27
2593,199,64,1,314.46,314.46,2023-01-23
2594,108,82,1,409.52,409.52,2023-05-07
2595,34,62,1,404.26,404.26,2023-01-13
2596,313,120,3,262.86,788.57,2023-02-05
2597,4,55,1,387.24,387.24,2023-07-01
2598,374,11,2,127.33,254.65,2023-12-13
2599,323,94,3,232.13,696.4,2023-02-20
2600,175,117,2,431.03,862.07,2023-08-19
2601,245,103,3,151.33,453.98,2023-09-21
2602,30,25,4,521.67,2086.7,2023-03-28
2603,273,33,2,104.03,208.06,2023-06-06
2604,168,83,1,331.9,331.9,2023-06-09
2605,395,40,3,103.24,309.72,2023-05-20
2606,118,34,4,497.93,1991.74,2023-04-19
2607,326,82,3,417.83,1253.49,2023-10-03
2608,309,77,1,60.44,60.44,2023-02-02
2609,319,82,4,326.02,1304.06,2023-07-20
2610,462,90,3,22.18,66.54,2023-05-28
2611,214,72,4,449.25,1797.01,2023-03-12
2612,494,57,3,222.42,667.26,2023-12-31
2613,266,30,4,439.45,1757.79,2023-05-03
2614,464,69,3,305.36,916.07,2023-06-12
2615,5,104,3,527.81,1583.42,2023-10-24
2616,293,9,3,128.01,384.04,2023-10-04
2617,222,94,1,191.8,191.8,2023-03-24
2618,86,43,2,299.91,599.82,2023-06-14
2619,468,56,2,113.28,226.55,2023-06-20
2620,8,52,1,124.19,124.19,2023-03-11
2621,352,75,2,403.48,806.96,2023-04-06
2622,436,27,1,308.62,308.62,2023-07-19
2623,273,48,3,297.37,892.12,2023-02-09
2624,249,6,1,375.68,375.68,2023-03-31
2625,372,76,2,13.9,27.8,2023-09-25
2626,449,33,2,106.53,213.07,2023-02-27
2627,80,83,4,267.53,1070.13,2023-06-28
2628,47,69,1,302.05,302.05,2023-07-25
2629,269,21,1,27.52,27.52,2023-01-05
2630,80,68,4,470.78,1883.14,2023-04-12
2631,184,58,1,122.36,122.36,2023-08-10
2632,269,49,4,111.17,444.68,2023-03-24
2633,100,86,4,400.13,1600.52,2023-05-09
2634,417,20,2,200.64,401.29,2023-12-08
2635,472,92,2,33.97,67.95,2023-02-05
2636,293,72,4,459.55,1838.19,2023-10-31
2637,125,63,3,372.45,1117.34,2023-03-08
2638,39,37,3,412.47,1237.41,2023-11-27
2639,40,71,4,368.01,1472.04,2023-04-18
2640,493,56,4,135.59,542.36,2023-09-03
2641,313,9,4,103.52,414.07,2023-03-02
2642,25,51,3,152.54,457.62,2023-06-26
2643,59,3,3,283.52,850.55,2023-09-12
2644,249,81,4,495.33,1981.33,2023-08-01
2645,235,51,1,128.62,128.62,2023-12-31
2646,416,32,4,45.28,181.11,2023-03-25
2647,495,62,2,339.25,678.51,2023-06-15
2648,486,78,4,159.13,636.52,2023-06-27
2649,126,68,4,497.68,1990.71,2023-10-02
2650,176,35,4,134.96,539.86,2023-10-22
2651,177,79,2,117.81,235.61,2023-07-04
2652,17,75,3,402.32,1206.96,2023-03-15
2653,159,57,2,226.66,453.32,2023-08-03
2654,374,70,4,241.61,966.44,2023-12-13
2655,111,38,1,67.87,67.87,2023-09-27
2656,251,63,3,392.26,1176.77,2023-06-02
2657,438,93,4,281.67,1126.67,2023-08-12
2658,196,45,1,359.11,359.11,2023-10-13
2659,354,41,2,260.15,520.29,2023-09-24
2660,411,20,1,231.49,231.49,2023-12-13
2661,275,86,1,497.85,497.85,2023-07-23
2662,153,115,2,455.77,911.54,2023-08-04
2663,495,29,3,420.72,1262.15,2023-03-05
2664,124,94,2,202.35,404.71,2023-01-30
2665,171,96,2,357.88,715.75,2023-12-09
2666,414,45,3,421.06,1263.17,2023-04-03
2667,39,48,4,263.87,1055.5,2023-03-23
2668,169,6,3,367.59,1102.76,2023-07-29
2669,398,69,3,243.42,730.27,2023-11-03
2670,76,62,4,385.52,1542.08,2023-03-28
2671,482,95,2,174.7,349.4,2023-11-15
2672,445,79,3,117.54,352.62,2023-06-25
2673,157,99,4,124.08,496.31,2023-08-23
2674,311,82,4,332.86,1331.43,2023-10-03
2675,219,76,3,12.29,36.88,2023-09-04
2676,243,82,2,449.49,898.98,2023-08-20
2677,201,83,4,251.72,1006.89,2023-12-31
2678,248,73,2,6.41,12.81,2023-12-15
2679,217,65,1,121.21,121.21,2023-08-11
2680,436,49,1,147.37,147.37,2023-08-09
2681,225,83,4,298.65,1194.61,2023-03-28
2682,125,46,2,34.33,68.66,2023-10-20
2683,397,104,2,500.69,1001.38,2023-01-19
2684,319,11,4,126.75,507.0,2023-12-07
2685,419,97,2,421.06,842.12,2023-06-17
2686,209,94,2,173.61,347.23,2023-03-29
2687,5,80,2,370.83,741.67,2023-01-05
2688,43,110,2,117.34,234.69,2023-09-17
2689,440,94,2,176.45,352.91,2023-05-30
2690,417,7,2,407.9,815.8,2023-02-04
2691,371,83,1,263.86,263.86,2023-11-30
2692,214,93,2,245.36,490.73,2023-07-20
2693,117,12,3,384.46,1153.38,2023-11-16
2694,144,47,4,263.42,1053.68,2023-07-26
2695,161,10,1,308.75,308.75,2023-05-28
2696,380,94,3,168.43,505.3,2023-08-03
2697,240,75,1,402.55,402.55,2023-03-07
2698,440,5,1,348.92,348.92,2023-01-24
2699,299,29,1,341.04,341.04,2023-04-27
2700,4,31,4,253.13,1012.52,2023-11-06
2701,496,24,1,344.31,344.31,2023-03-24
2702,418,73,4,6.5,26.01,2023-08-05
2703,349,66,4,45.81,183.24,2023-08-28
2704,291,44,2,289.36,578.71,2023-09-27
2705,377,84,4,167.85,671.39,2023-07-16
2706,246,110,2,128.89,257.77,2023-06-11
2707,448,99,2,107.55,215.1,2023-04-23
2708,387,93,3,302.64,907.91,2023-04-29
2709,28,75,2,405.41,810.83,2023-12-12
2710,368,56,2,117.55,235.11,2023-12-03
2711,453,63,3,418.49,1255.47,2023-03-08
2712,270,104,3,445.59,1336.78,2023-12-04
2713,361,33,2,99.31,198.62,2023-05-14
2714,168,81,2,359.33,718.66,2023-04-14
2715,272,79,2,97.47,194.94,2023-05-11
2716,316,13,1,218.06,218.06,2023-09-14
2717,3,98,1,229.15,229.15,2023-04-12
2718,297,77,3,69.37,208.1,2023-08-04
2719,219,31,3,211.96,635.88,2023-07-21
2720,309,60,1,11.92,11.92,2023-02-06
2721,291,79,2,124.19,248.37,2023-11-22
2722,187,65,2,148.85,297.7,2023-03-22
2723,359,95,1,161.06,161.06,2023-12-08
2724,467,91,1,49.98,49.98,2023-01-17
2725,449,70,1,218.45,218.45,2023-01-05
2726,110,117,1,370.82,370.82,2023-07-18
2727,260,58,4,157.32,629.28,2023-08-26
2728,20,34,1,550.98,550.98,2023-11-01
2729,434,65,3,129.76,389.28,2023-06-11
2730,342,60,1,14.39,14.39,2023-05-04
2731,468,12,2,451.37,902.74,2023-03-27
2732,352,73,2,7.58,15.17,2023-01-11
2733,131,96,2,419.26,838.53,2023-09-25
2734,419,46,4,30.51,122.03,2023-09-03
2735,330,72,3,518.06,1554.17,2023-07-05
2736,93,57,1,329.11,329.11,2023-03-05
2737,248,52,3,133.2,399.6,2023-04-18
2738,286,99,3,128.98,386.94,2023-08-20
2739,393,40,2,88.85,177.7,2023-12-20
2740,300,13,4,156.76,627.05,2023-10-18
2741,397,73,2,8.37,16.74,2023-10-21
2742,264,114,3,344.19,1032.58,2023-07-06
2743,48,106,3,440.99,1322.96,2023-04-13
2744,179,108,2,402.23,804.46,2023-07-20
2745,214,103,4,162.1,648.38,2023-02-16
2746,477,107,1,110.68,110.68,2023-04-26
2747,436,56,2,129.03,258.07,2023-11-25
2748,317,59,2,351.8,703.6,2023-01-01
2749,91,2,3,190.17,570.52,2023-02-12
2750,345,28,2,503.94,1007.87,2023-09-01
2751,458,106,3,373.83,1121.5,2023-01-13
2752,334,38,2,66.98,133.96,2023-04-22
2753,116,13,2,216.16,432.33,2023-03-13
2754,78,78,1,175.4,175.4,2023-12-13
2755,488,33,3,99.81,299.43,2023-08-19
2756,31,117,1,438.11,438.11,2023-07-06
2757,90,76,1,13.79,13.79,2023-12-04
2758,266,10,3,399.51,1198.52,2023-07-17
2759,406,24,1,383.11,383.11,2023-01-18
2760,455,82,4,361.14,1444.56,2023-04-03
2761,252,79,4,110.46,441.83,2023-05-07
2762,107,31,2,264.69,529.37,2023-08-04
2763,276,100,4,69.36,277.46,2023-05-22
2764,83,86,4,420.11,1680.43,2023-03-06
2765,403,44,4,336.1,1344.38,2023-12-07
2766,14,56,4,128.24,512.97,2023-05-21
2767,370,69,4,297.28,1189.12,2023-02-27
2768,83,66,4,33.84,135.35,2023-12-13
2769,171,2,3,163.2,489.6,2023-08-14
2770,351,33,3,99.06,297.19,2023-12-31
2771,178,50,4,15.84,63.38,2023-12-01
2772,265,2,3,211.22,633.65,2023-01-03
2773,31,30,1,463.23,463.23,2023-07-13
2774,308,44,1,270.87,270.87,2023-10-03
2775,484,25,2,388.52,777.03,2023-01-19
2776,264,100,1,67.22,67.22,2023-03-01
2777,499,39,4,496.99,1987.95,2023-10-20
2778,161,70,2,262.18,524.36,2023-08-29
2779,247,49,3,120.97,362.92,2023-04-06
2780,6,3,4,274.54,1098.15,2023-06-03
2781,405,90,4,19.55,78.2,2023-04-27
2782,307,51,4,138.16,552.63,2023-10-29
2783,218,25,3,443.6,1330.79,2023-07-03
2784,266,58,4,121.32,485.27,2023-11-10
2785,251,12,4,401.92,1607.7,2023-09-15
2786,120,80,4,345.89,1383.56,2023-12-06
2787,24,73,2,7.48,14.95,2023-03-29
2788,108,35,2,115.96,231.92,2023-06-08
2789,206,108,4,510.06,2040.23,2023-05-16
2790,178,68,1,539.06,539.06,2023-06-30
2791,359,27,1,309.65,309.65,2023-05-03
2792,393,48,1,314.56,314.56,2023-02-07
2793,331,52,4,131.86,527.43,2023-05-05
2794,340,120,2,277.65,555.31,2023-11-07
2795,379,25,1,534.11,534.11,2023-12-13
2796,169,10,4,395.37,1581.5,2023-02-13
2797,339,77,4,60.28,241.1,2023-12-05
2798,300,28,4,389.11,1556.43,2023-02-04
2799,186,82,3,468.58,1405.75,2023-12-11
2800,44,36,4,525.45,2101.79,2023-04-17
2801,121,55,4,370.88,1483.54,2023-01-26
2802,86,107,1,101.79,101.79,2023-09-20
2803,464,115,3,507.82,1523.45,2023-09-09
2804,254,52,4,134.86,539.43,2023-06-01
2805,228,29,3,376.58,1129.73,2023-12-13
2806,403,29,2,345.93,691.85,2023-02-19
2807,26,46,3,29.61,88.83,2023-03-20
2808,452,110,4,159.74,638.96,2023-02-14
2809,286,49,3,134.67,404.0,2023-03-21
2810,462,110,1,170.69,170.69,2023-03-16
2811,295,106,2,438.26,876.53,2023-05-26
2812,193,60,2,12.73,25.46,2023-09-03
2813,70,58,2,114.84,229.68,2023-09-14
2814,343,116,1,140.29,140.29,2023-03-22
2815,255,81,4,351.31,1405.25,2023-06-05
2816,70,88,1,209.82,209.82,2023-04-22
2817,290,110,2,119.24,238.49,2023-06-24
2818,455,101,4,233.28,933.14,2023-09-08
2819,229,40,2,110.05,220.1,2023-07-19
2820,500,69,1,316.9,316.9,2023-04-11
2821,499,106,1,373.86,373.86,2023-12-25
2822,478,10,4,414.37,1657.48,2023-09-05
2823,267,25,4,391.48,1565.92,2023-07-15
2824,333,97,2,466.75,933.49,2023-01-07
2825,238,66,4,38.88,155.52,2023-03-29
2826,496,77,4,57.65,230.58,2023-07-07
2827,313,38,3,52.46,157.39,2023-12-15
2828,85,115,1,530.22,530.22,2023-02-22
2829,138,42,1,399.25,399.25,2023-12-15
2830,314,54,1,454.11,454.11,2023-03-20
2831,28,24,1,346.07,346.07,2023-01-02
2832,184,111,2,277.31,554.63,2023-02-01
2833,229,110,4,163.31,653.23,2023-08-09
2834,428,11,3,128.87,386.6,2023-03-21
2835,336,31,1,222.08,222.08,2023-06-05
2836,463,36,1,529.34,529.34,2023-11-08
2837,322,72,2,462.47,924.94,2023-08-13
2838,382,74,1,323.96,323.96,2023-05-16
2839,189,44,4,313.74,1254.94,2023-12-14
2840,129,50,1,18.35,18.35,2023-08-22
2841,108,6,1,444.19,444.19,2023-04-10
2842,158,36,4,397.32,1589.29,2023-10-06
2843,423,19,3,313.91,941.74,2023-03-15
2844,158,69,3,272.99,818.97,2023-01-20
2845,4,120,3,253.81,761.42,2023-12-09
2846,262,97,4,444.25,1777.02,2023-02-08
2847,13,33,3,91.69,275.07,2023-01-28
2848,387,52,1,116.0,116.0,2023-06-14
2849,298,58,2,147.03,294.06,2023-08-08
2850,91,103,2,126.03,252.06,2023-11-18
2851,421,47,2,197.63,395.27,2023-06-08
2852,351,34,2,507.71,1015.42,2023-12-01
2853,447,80,1,248.69,248.69,2023-06-28
2854,64,64,3,276.94,830.81,2023-08-04
2855,163,114,2,387.51,775.01,2023-09-29
2856,12,115,1,380.28,380.28,2023-05-28
2857,164,101,3,273.31,819.92,2023-07-27
2858,212,105,4,308.2,1232.81,2023-02-18
2859,71,115,2,434.82,869.64,2023-02-21
2860,25,119,1,122.82,122.82,2023-07-09
2861,99,39,1,400.95,400.95,2023-04-17
2862,82,50,1,14.58,14.58,2023-05-11
2863,119,82,4,359.88,1439.53,2023-08-20
2864,98,55,3,330.32,990.96,2023-05-15
2865,413,114,3,407.89,1223.68,2023-01-19
2866,382,70,4,257.98,1031.93,2023-02-15
2867,379,10,1,305.33,305.33,2023-09-23
2868,288,98,2,231.73,463.47,2023-02-20
2869,419,5,3,405.45,1216.35,2023-09-01
2870,281,26,2,271.61,543.21,2023-03-03
2871,436,61,4,242.18,968.74,2023-04-03
2872,406,23,4,406.34,1625.36,2023-01-07
2873,389,33,3,106.4,319.21,2023-06-18
2874,407,103,4,158.48,633.93,2023-04-28
2875,448,16,1,238.3,238.3,2023-11-13
2876,211,76,2,15.34,30.67,2023-04-11
2877,407,114,3,347.66,1042.99,2023-02-22
2878,239,101,2,258.54,517.09,2023-06-09
2879,248,17,2,195.86,391.73,2023-07-02
2880,283,61,1,211.59,211.59,2023-11-10
2881,14,34,3,456.52,1369.55,2023-05-01
2882,49,108,2,461.81,923.62,2023-09-15
2883,194,3,2,255.22,510.44,2023-11-18
2884,259,27,3,246.9,740.71,2023-07-20
2885,117,6,4,448.39,1793.58,2023-09-20
2886,306,24,4,347.29,1389.15,2023-09-03
2887,229,8,4,290.07,1160.3,2023-09-01
2888,49,54,3,438.48,1315.45,2023-03-26
2889,85,42,3,376.63,1129.88,2023-05-09
2890,84,70,1,216.67,216.67,2023-06-15
2891,346,115,2,468.93,937.85,2023-12-02
2892,495,71,1,390.86,390.86,2023-11-11
2893,378,2,1,163.71,163.71,2023-09-29
2894,46,23,3,421.34,1264.02,2023-01-16
2895,28,96,4,406.18,1624.72,2023-07-10
2896,219,48,2,340.91,681.81,2023-08-27
2897,398,24,2,349.02,698.04,2023-09-06
2898,108,87,4,448.44,1793.76,2023-11-03
2899,96,113,2,164.26,328.53,2023-02-12
2900,133,3,3,299.51,898.52,2023-03-15
2901,98,14,1,175.87,175.87,2023-08-22
2902,430,21,4,27.31,109.24,2023-11-20
2903,310,43,2,210.52,421.04,2023-05-02
2904,212,68,3,582.39,1747.17,2023-08-16
2905,100,1,3,483.3,1449.9,2023-06-17
2906,299,2,1,186.82,186.82,2023-05-27
2907,77,58,2,130.3,260.6,2023-09-12
2908,431,43,1,284.21,284.21,2023-01-14
2909,385,103,2,116.71,233.42,2023-01-22
2910,107,81,1,384.0,384.0,2023-08-29
2911,107,25,3,532.53,1597.6,2023-05-18
2912,268,2,4,161.03,644.14,2023-05-27
2913,71,25,2,435.95,871.89,2023-09-08
2914,236,64,4,234.44,937.76,2023-04-30
2915,313,101,2,223.5,447.01,2023-12-16
2916,103,110,3,129.84,389.51,2023-05-16
2917,61,97,2,450.95,901.91,2023-04-28
2918,394,11,1,101.61,101.61,2023-06-04
2919,268,23,1,367.31,367.31,2023-05-04
2920,149,29,3,473.74,1421.22,2023-07-28
2921,44,54,3,476.52,1429.57,2023-09-12
2922,104,7,2,399.07,798.13,2023-05-12
2923,233,30,3,445.18,1335.54,2023-06-28
2924,247,62,2,418.89,837.78,2023-04-13
2925,178,40,2,115.14,230.29,2023-09-06
2926,201,104,4,424.69,1698.77,2023-09-14
2927,102,36,4,402.21,1608.84,2023-10-31
2928,54,19,4,332.26,1329.02,2023-04-06
2929,111,86,2,394.0,788.0,2023-05-12
2930,81,36,1,401.64,401.64,2023-11-02
2931,93,50,3,12.81,38.42,2023-10-09
2932,489,30,3,453.88,1361.65,2023-11-03
2933,228,80,3,313.46,940.39,2023-01-15
2934,270,81,4,434.59,1738.35,2023-08-16
2935,324,35,1,160.63,160.63,2023-05-21
2936,190,97,4,524.94,2099.75,2023-05-03
2937,429,105,1,306.66,306.66,2023-11-11
2938,268,64,3,213.14,639.41,2023-03-03
2939,195,113,1,171.53,171.53,2023-10-26
2940,437,116,4,176.79,707.17,2023-11-21
2941,453,34,2,388.97,777.95,2023-06-30
2942,4,87,4,564.85,2259.41,2023-09-13
2943,470,49,4,148.34,593.35,2023-11-13
2944,441,101,3,281.05,843.16,2023-03-21
2945,460,46,1,32.75,32.75,2023-02-05
2946,305,1,2,465.27,930.54,2023-08-09
2947,256,37,2,404.39,808.78,2023-11-15
2948,254,42,4,312.01,1248.02,2023-06-15
2949,252,50,4,15.69,62.76,2023-02-03
2950,76,34,1,424.82,424.82,2023-01-03
2951,469,115,3,459.93,1379.79,2023-09-30
2952,472,73,3,8.02,24.05,2023-09-28
2953,216,105,4,261.55,1046.18,2023-07-25
2954,238,45,1,355.78,355.78,2023-11-02
2955,230,66,3,42.58,127.73,2023-05-25
2956,171,35,2,147.77,295.53,2023-10-14
2957,384,89,2,244.95,489.9,2023-10-13
2958,97,3,1,224.8,224.8,2023-06-21
2959,472,113,1,150.86,150.86,2023-09-15
2960,128,63,4,300.03,1200.12,2023-08-20
2961,489,39,4,452.09,1808.36,2023-06-03
2962,226,31,4,201.54,806.17,2023-12-25
2963,375,53,1,474.9,474.9,2023-01-12
2964,7,10,1,408.54,408.54,2023-08-23
2965,374,95,2,215.45,430.89,2023-05-16
2966,254,115,1,381.68,381.68,2023-08-30
2967,264,119,3,120.8,362.39,2023-04-13
2968,287,9,1,147.82,147.82,2023-07-12
2969,108,60,3,16.01,48.04,2023-12-10
2970,50,80,1,316.31,316.31,2023-07-02
2971,93,48,3,299.32,897.95,2023-01-22
2972,355,88,3,170.18,510.55,2023-12-31
2973,471,92,4,38.3,153.22,2023-08-17
2974,129,14,4,229.6,918.4,2023-01-12
2975,424,58,4,136.57,546.29,2023-05-29
2976,182,78,3,136.4,409.2,2023-03-04
2977,56,67,1,110.37,110.37,2023-03-02
2978,7,67,2,144.06,288.12,2023-07-14
2979,493,91,3,40.43,121.29,2023-03-05
2980,65,5,2,339.6,679.21,2023-05-24
2981,480,50,4,15.45,61.79,2023-12-20
2982,320,29,3,493.85,1481.54,2023-03-23
2983,11,110,4,163.07,652.28,2023-12-16
2984,110,5,4,419.49,1677.96,2023-09-06
2985,118,110,1,133.13,133.13,2023-02-23
2986,113,8,2,350.18,700.36,2023-01-09
2987,179,1,3,444.96,1334.88,2023-04-24
2988,112,2,1,207.95,207.95,2023-09-28
2989,76,104,4,511.84,2047.36,2023-03-18
2990,166,99,1,115.85,115.85,2023-07-31
2991,211,66,2,45.86,91.71,2023-10-08
2992,19,98,4,300.92,1203.7,2023-04-14
2993,122,97,4,436.24,1744.96,2023-01-31
2994,308,53,3,365.61,1096.83,2023-09-27
2995,175,20,2,225.26,450.52,2023-06-20
2996,56,118,1,166.46,166.46,2023-10-18
2997,182,11,4,115.1,460.4,2023-06-15
2998,456,88,1,226.31,226.31,2023-08-21
2999,96,76,3,11.94,35.82,2023-04-22
3000,194,118,1,149.44,149.44,2023-03-28
3001,169,92,2,39.78,79.57,2023-02-08
3002,279,51,3,119.99,359.96,2023-07-15
3003,134,22,4,32.63,130.51,2023-11-09
3004,362,21,2,34.61,69.21,2023-03-08
3005,352,78,4,145.76,583.05,2023-06-14
3006,36,31,1,259.84,259.84,2023-09-24
3007,202,83,2,264.33,528.65,2023-06-08
3008,270,69,1,298.59,298.59,2023-10-06
3009,473,22,4,38.08,152.33,2023-08-09
3010,236,104,4,452.85,1811.42,2023-12-28
3011,25,91,2,51.12,102.23,2023-11-22
3012,480,109,3,368.51,1105.54,2023-05-24
3013,385,14,4,193.96,775.85,2023-05-16
3014,249,4,2,277.16,554.31,2023-10-07
3015,496,2,1,149.17,149.17,2023-05-17
3016,136,18,3,364.75,1094.26,2023-07-30
3017,358,47,4,226.52,906.08,2023-12-08
3018,146,104,4,474.73,1898.94,2023-06-27
3019,129,104,3,403.07,1209.2,2023-05-28
3020,98,98,1,249.88,249.88,2023-05-12
3021,210,100,1,75.56,75.56,2023-08-09
3022,1,11,4,140.36,561.44,2023-07-19
3023,289,108,4,428.7,1714.78,2023-10-05
3024,181,89,3,256.78,770.33,2023-04-28
3025,150,96,4,460.37,1841.48,2023-11-19
3026,438,2,1,174.98,174.98,2023-07-24
3027,162,100,4,68.34,273.37,2023-12-19
3028,404,102,3,456.3,1368.9,2023-08-15
3029,493,40,3,85.02,255.05,2023-04-17
3030,328,63,2,347.55,695.1,2023-01-30
3031,423,87,2,544.4,1088.8,2023-04-19
3032,286,82,2,375.03,750.06,2023-02-09
3033,428,57,3,270.98,812.94,2023-12-30
3034,354,78,3,146.04,438.11,2023-12-17
3035,426,80,4,366.27,1465.09,2023-05-10
3036,330,45,2,394.95,789.91,2023-04-07
3037,115,24,2,281.03,562.05,2023-03-04
3038,112,107,1,107.5,107.5,2023-05-15
3039,245,6,3,426.63,1279.89,2023-08-04
