transaction_id,customer_id,product_id,quantity,price,total_amount,date,year,month,day,day_of_week,effective_price
2598,374,11,2,127.33,254.65,2023-12-13,2023,12,13,2,127.325
2599,323,94,3,232.13,696.4,2023-02-20,2023,2,20,0,232.13333333333333
2600,175,117,2,431.03,862.07,2023-08-19,2023,8,19,5,431.035
2601,245,103,3,151.33,453.98,2023-09-21,2023,9,21,3,151.32666666666668
2602,30,25,4,521.67,2086.7,2023-03-28,2023,3,28,1,521.675
2603,273,33,2,104.03,208.06,2023-06-06,2023,6,6,1,104.03
2604,168,83,1,331.9,331.9,2023-06-09,2023,6,9,4,331.9
2605,395,40,3,103.24,309.72,2023-05-20,2023,5,20,5,103.24000000000001
2606,118,34,4,497.93,1991.74,2023-04-19,2023,4,19,2,497.935
2607,326,82,3,417.83,1253.49,2023-10-03,2023,10,3,1,417.83
2608,309,77,1,60.44,60.44,2023-02-02,2023,2,2,3,60.44
2609,319,82,4,326.02,1304.06,2023-07-20,2023,7,20,3,326.015
2610,462,90,3,22.18,66.54,2023-05-28,2023,5,28,6,22.180000000000003
2611,214,72,4,449.25,1797.01,2023-03-12,2023,3,12,6,449.2525
2612,494,57,3,222.42,667.26,2023-12-31,2023,12,31,6,222.42
2613,266,30,4,439.45,1757.79,2023-05-03,2023,5,3,2,439.4475
2614,464,69,3,305.36,916.07,2023-06-12,2023,6,12,0,305.3566666666667
2615,5,104,3,527.81,1583.42,2023-10-24,2023,10,24,1,527.8066666666667
2616,293,9,3,128.01,384.04,2023-10-04,2023,10,4,2,128.01333333333335
2617,222,94,1,191.8,191.8,2023-03-24,2023,3,24,4,191.8
2618,86,43,2,299.91,599.82,2023-06-14,2023,6,14,2,299.91
2619,468,56,2,113.28,226.55,2023-06-20,2023,6,20,1,113.275
2620,8,52,1,124.19,124.19,2023-03-11,2023,3,11,5,124.19
2621,352,75,2,403.48,806.96,2023-04-06,2023,4,6,3,403.48
2622,436,27,1,308.62,308.62,2023-07-19,2023,7,19,2,308.62
2623,273,48,3,297.37,892.12,2023-02-09,2023,2,9,3,297.37333333333333
2624,249,6,1,375.68,375.68,2023-03-31,2023,3,31,4,375.68
2625,372,76,2,13.9,27.8,2023-09-25,2023,9,25,0,13.9
2626,449,33,2,106.53,213.07,2023-02-27,2023,2,27,0,106.535
2627,80,83,4,267.53,1070.13,2023-06-28,2023,6,28,2,267.5325
2628,47,69,1,302.05,302.05,2023-07-25,2023,7,25,1,302.05
2629,269,21,1,27.52,27.52,2023-01-05,2023,1,5,3,27.52
2630,80,68,4,470.78,1883.14,2023-04-12,2023,4,12,2,470.785
2631,184,58,1,122.36,122.36,2023-08-10,2023,8,10,3,122.36
2632,269,49,4,111.17,444.68,2023-03-24,2023,3,24,4,111.17
2633,100,86,4,400.13,1600.52,2023-05-09,2023,5,9,1,400.13
2634,417,20,2,200.64,401.29,2023-12-08,2023,12,8,4,200.645
2635,472,92,2,33.97,67.95,2023-02-05,2023,2,5,6,33.975
2636,293,72,4,459.55,1838.19,2023-10-31,2023,10,31,1,459.5475
2637,125,63,3,372.45,1117.34,2023-03-08,2023,3,8,2,372.44666666666666
2638,39,37,3,412.47,1237.41,2023-11-27,2023,11,27,0,412.47
2639,40,71,4,368.01,1472.04,2023-04-18,2023,4,18,1,368.01
2640,493,56,4,135.59,542.36,2023-09-03,2023,9,3,6,135.59
2641,313,9,4,103.52,414.07,2023-03-02,2023,3,2,3,103.5175
2642,25,51,3,152.54,457.62,2023-06-26,2023,6,26,0,152.54
2643,59,3,3,283.52,850.55,2023-09-12,2023,9,12,1,283.51666666666665
2644,249,81,4,495.33,1981.33,2023-08-01,2023,8,1,1,495.3325
2645,235,51,1,128.62,128.62,2023-12-31,2023,12,31,6,128.62
2646,416,32,4,45.28,181.11,2023-03-25,2023,3,25,5,45.2775
2647,495,62,2,339.25,678.51,2023-06-15,2023,6,15,3,339.255
2648,486,78,4,159.13,636.52,2023-06-27,2023,6,27,1,159.13
2649,126,68,4,497.68,1990.71,2023-10-02,2023,10,2,0,497.6775
2650,176,35,4,134.96,539.86,2023-10-22,2023,10,22,6,134.965
2651,177,79,2,117.81,235.61,2023-07-04,2023,7,4,1,117.805
2652,17,75,3,402.32,1206.96,2023-03-15,2023,3,15,2,402.32
2653,159,57,2,226.66,453.32,2023-08-03,2023,8,3,3,226.66
2654,374,70,4,241.61,966.44,2023-12-13,2023,12,13,2,241.61
2655,111,38,1,67.87,67.87,2023-09-27,2023,9,27,2,67.87
2656,251,63,3,392.26,1176.77,2023-06-02,2023,6,2,4,392.25666666666666
2657,438,93,4,281.67,1126.67,2023-08-12,2023,8,12,5,281.6675
2658,196,45,1,359.11,359.11,2023-10-13,2023,10,13,4,359.11
2659,354,41,2,260.15,520.29,2023-09-24,2023,9,24,6,260.145
2660,411,20,1,231.49,231.49,2023-12-13,2023,12,13,2,231.49
2661,275,86,1,497.85,497.85,2023-07-23,2023,7,23,6,497.85
2662,153,115,2,455.77,911.54,2023-08-04,2023,8,4,4,455.77
2663,495,29,3,420.72,1262.15,2023-03-05,2023,3,5,6,420.7166666666667
2664,124,94,2,202.35,404.71,2023-01-30,2023,1,30,0,202.355
2665,171,96,2,357.88,715.75,2023-12-09,2023,12,9,5,357.875
2666,414,45,3,421.06,1263.17,2023-04-03,2023,4,3,0,421.0566666666667
2667,39,48,4,263.87,1055.5,2023-03-23,2023,3,23,3,263.875
2668,169,6,3,367.59,1102.76,2023-07-29,2023,7,29,5,367.58666666666664
2669,398,69,3,243.42,730.27,2023-11-03,2023,11,3,4,243.42333333333332
2670,76,62,4,385.52,1542.08,2023-03-28,2023,3,28,1,385.52
2671,482,95,2,174.7,349.4,2023-11-15,2023,11,15,2,174.7
2672,445,79,3,117.54,352.62,2023-06-25,2023,6,25,6,117.54
2673,157,99,4,124.08,496.31,2023-08-23,2023,8,23,2,124.0775
2674,311,82,4,332.86,1331.43,2023-10-03,2023,10,3,1,332.8575
2675,219,76,3,12.29,36.88,2023-09-04,2023,9,4,0,12.293333333333335
2676,243,82,2,449.49,898.98,2023-08-20,2023,8,20,6,449.49
2677,201,83,4,251.72,1006.89,2023-12-31,2023,12,31,6,251.7225
2678,248,73,2,6.41,12.81,2023-12-15,2023,12,15,4,6.405
2679,217,65,1,121.21,121.21,2023-08-11,2023,8,11,4,121.21
2680,436,49,1,147.37,147.37,2023-08-09,2023,8,9,2,147.37
2681,225,83,4,298.65,1194.61,2023-03-28,2023,3,28,1,298.6525
2682,125,46,2,34.33,68.66,2023-10-20,2023,10,20,4,34.33
2683,397,104,2,500.69,1001.38,2023-01-19,2023,1,19,3,500.69
2684,319,11,4,126.75,507.0,2023-12-07,2023,12,7,3,126.75
2685,419,97,2,421.06,842.12,2023-06-17,2023,6,17,5,421.06
2686,209,94,2,173.61,347.23,2023-03-29,2023,3,29,2,173.615
2687,5,80,2,370.83,741.67,2023-01-05,2023,1,5,3,370.835
2688,43,110,2,117.34,234.69,2023-09-17,2023,9,17,6,117.345
2689,440,94,2,176.45,352.91,2023-05-30,2023,5,30,1,176.455
2690,417,7,2,407.9,815.8,2023-02-04,2023,2,4,5,407.9
2691,371,83,1,263.86,263.86,2023-11-30,2023,11,30,3,263.86
2692,214,93,2,245.36,490.73,2023-07-20,2023,7,20,3,245.365
2693,117,12,3,384.46,1153.38,2023-11-16,2023,11,16,3,384.46000000000004
2694,144,47,4,263.42,1053.68,2023-07-26,2023,7,26,2,263.42
2695,161,10,1,308.75,308.75,2023-05-28,2023,5,28,6,308.75
2696,380,94,3,168.43,505.3,2023-08-03,2023,8,3,3,168.43333333333334
2697,240,75,1,402.55,402.55,2023-03-07,2023,3,7,1,402.55
2698,440,5,1,348.92,348.92,2023-01-24,2023,1,24,1,348.92
2699,299,29,1,341.04,341.04,2023-04-27,2023,4,27,3,341.04
2700,4,31,4,253.13,1012.52,2023-11-06,2023,11,6,0,253.13
2701,496,24,1,344.31,344.31,2023-03-24,2023,3,24,4,344.31
2702,418,73,4,6.5,26.01,2023-08-05,2023,8,5,5,6.5025
2703,349,66,4,45.81,183.24,2023-08-28,2023,8,28,0,45.81
2704,291,44,2,289.36,578.71,2023-09-27,2023,9,27,2,289.355
2705,377,84,4,167.85,671.39,2023-07-16,2023,7,16,6,167.8475
2706,246,110,2,128.89,257.77,2023-06-11,2023,6,11,6,128.885
2707,448,99,2,107.55,215.1,2023-04-23,2023,4,23,6,107.55
2708,387,93,3,302.64,907.91,2023-04-29,2023,4,29,5,302.63666666666666
2709,28,75,2,405.41,810.83,2023-12-12,2023,12,12,1,405.415
2710,368,56,2,117.55,235.11,2023-12-03,2023,12,3,6,117.555
2711,453,63,3,418.49,1255.47,2023-03-08,2023,3,8,2,418.49
2712,270,104,3,445.59,1336.78,2023-12-04,2023,12,4,0,445.5933333333333
2713,361,33,2,99.31,198.62,2023-05-14,2023,5,14,6,99.31
2714,168,81,2,359.33,718.66,2023-04-14,2023,4,14,4,359.33
2715,272,79,2,97.47,194.94,2023-05-11,2023,5,11,3,97.47
2716,316,13,1,218.06,218.06,2023-09-14,2023,9,14,3,218.06
2717,3,98,1,229.15,229.15,2023-04-12,2023,4,12,2,229.15
2718,297,77,3,69.37,208.1,2023-08-04,2023,8,4,4,69.36666666666666
2719,219,31,3,211.96,635.88,2023-07-21,2023,7,21,4,211.96
2720,309,60,1,11.92,11.92,2023-02-06,2023,2,6,0,11.92
2721,291,79,2,124.19,248.37,2023-11-22,2023,11,22,2,124.185
2722,187,65,2,148.85,297.7,2023-03-22,2023,3,22,2,148.85
2723,359,95,1,161.06,161.06,2023-12-08,2023,12,8,4,161.06
2724,467,91,1,49.98,49.98,2023-01-17,2023,1,17,1,49.98
2725,449,70,1,218.45,218.45,2023-01-05,2023,1,5,3,218.45
2726,110,117,1,370.82,370.82,2023-07-18,2023,7,18,1,370.82
2727,260,58,4,157.32,629.28,2023-08-26,2023,8,26,5,157.32
2728,20,34,1,550.98,550.98,2023-11-01,2023,11,1,2,550.98
2729,434,65,3,129.76,389.28,2023-06-11,2023,6,11,6,129.76
2730,342,60,1,14.39,14.39,2023-05-04,2023,5,4,3,14.39
2731,468,12,2,451.37,902.74,2023-03-27,2023,3,27,0,451.37
2732,352,73,2,7.58,15.17,2023-01-11,2023,1,11,2,7.585
2733,131,96,2,419.26,838.53,2023-09-25,2023,9,25,0,419.265
2734,419,46,4,30.51,122.03,2023-09-03,2023,9,3,6,30.5075
2735,330,72,3,518.06,1554.17,2023-07-05,2023,7,5,2,518.0566666666667
2736,93,57,1,329.11,329.11,2023-03-05,2023,3,5,6,329.11
2737,248,52,3,133.2,399.6,2023-04-18,2023,4,18,1,133.20000000000002
2738,286,99,3,128.98,386.94,2023-08-20,2023,8,20,6,128.98
2739,393,40,2,88.85,177.7,2023-12-20,2023,12,20,2,88.85
2740,300,13,4,156.76,627.05,2023-10-18,2023,10,18,2,156.7625
2741,397,73,2,8.37,16.74,2023-10-21,2023,10,21,5,8.37
2742,264,114,3,344.19,1032.58,2023-07-06,2023,7,6,3,344.1933333333333
2743,48,106,3,440.99,1322.96,2023-04-13,2023,4,13,3,440.9866666666667
2744,179,108,2,402.23,804.46,2023-07-20,2023,7,20,3,402.23
2745,214,103,4,162.1,648.38,2023-02-16,2023,2,16,3,162.095
2746,477,107,1,110.68,110.68,2023-04-26,2023,4,26,2,110.68
2747,436,56,2,129.03,258.07,2023-11-25,2023,11,25,5,129.035
2748,317,59,2,351.8,703.6,2023-01-01,2023,1,1,6,351.8
2749,91,2,3,190.17,570.52,2023-02-12,2023,2,12,6,190.17333333333332
2750,345,28,2,503.94,1007.87,2023-09-01,2023,9,1,4,503.935
2751,458,106,3,373.83,1121.5,2023-01-13,2023,1,13,4,373.8333333333333
2752,334,38,2,66.98,133.96,2023-04-22,2023,4,22,5,66.98
2753,116,13,2,216.16,432.33,2023-03-13,2023,3,13,0,216.165
2754,78,78,1,175.4,175.4,2023-12-13,2023,12,13,2,175.4
2755,488,33,3,99.81,299.43,2023-08-19,2023,8,19,5,99.81
2756,31,117,1,438.11,438.11,2023-07-06,2023,7,6,3,438.11
2757,90,76,1,13.79,13.79,2023-12-04,2023,12,4,0,13.79
2758,266,10,3,399.51,1198.52,2023-07-17,2023,7,17,0,399.50666666666666
2759,406,24,1,383.11,383.11,2023-01-18,2023,1,18,2,383.11
2760,455,82,4,361.14,1444.56,2023-04-03,2023,4,3,0,361.14
2761,252,79,4,110.46,441.83,2023-05-07,2023,5,7,6,110.4575
2762,107,31,2,264.69,529.37,2023-08-04,2023,8,4,4,264.685
2763,276,100,4,69.36,277.46,2023-05-22,2023,5,22,0,69.365
2764,83,86,4,420.11,1680.43,2023-03-06,2023,3,6,0,420.1075
2765,403,44,4,336.1,1344.38,2023-12-07,2023,12,7,3,336.095
2766,14,56,4,128.24,512.97,2023-05-21,2023,5,21,6,128.2425
2767,370,69,4,297.28,1189.12,2023-02-27,2023,2,27,0,297.28
2768,83,66,4,33.84,135.35,2023-12-13,2023,12,13,2,33.8375
2769,171,2,3,163.2,489.6,2023-08-14,2023,8,14,0,163.20000000000002
2770,351,33,3,99.06,297.19,2023-12-31,2023,12,31,6,99.06333333333333
2771,178,50,4,15.84,63.38,2023-12-01,2023,12,1,4,15.845
2772,265,2,3,211.22,633.65,2023-01-03,2023,1,3,1,211.21666666666667
2773,31,30,1,463.23,463.23,2023-07-13,2023,7,13,3,463.23
2774,308,44,1,270.87,270.87,2023-10-03,2023,10,3,1,270.87
2775,484,25,2,388.52,777.03,2023-01-19,2023,1,19,3,388.515
2776,264,100,1,67.22,67.22,2023-03-01,2023,3,1,2,67.22
2777,499,39,4,496.99,1987.95,2023-10-20,2023,10,20,4,496.9875
2778,161,70,2,262.18,524.36,2023-08-29,2023,8,29,1,262.18
2779,247,49,3,120.97,362.92,2023-04-06,2023,4,6,3,120.97333333333334
2780,6,3,4,274.54,1098.15,2023-06-03,2023,6,3,5,274.5375
2781,405,90,4,19.55,78.2,2023-04-27,2023,4,27,3,19.55
2782,307,51,4,138.16,552.63,2023-10-29,2023,10,29,6,138.1575
2783,218,25,3,443.6,1330.79,2023-07-03,2023,7,3,0,443.59666666666664
2784,266,58,4,121.32,485.27,2023-11-10,2023,11,10,4,121.3175
2785,251,12,4,401.92,1607.7,2023-09-15,2023,9,15,4,401.925
2786,120,80,4,345.89,1383.56,2023-12-06,2023,12,6,2,345.89
2787,24,73,2,7.48,14.95,2023-03-29,2023,3,29,2,7.475
2788,108,35,2,115.96,231.92,2023-06-08,2023,6,8,3,115.96
2789,206,108,4,510.06,2040.23,2023-05-16,2023,5,16,1,510.0575
2790,178,68,1,539.06,539.06,2023-06-30,2023,6,30,4,539.06
2791,359,27,1,309.65,309.65,2023-05-03,2023,5,3,2,309.65
2792,393,48,1,314.56,314.56,2023-02-07,2023,2,7,1,314.56
2793,331,52,4,131.86,527.43,2023-05-05,2023,5,5,4,131.8575
2794,340,120,2,277.65,555.31,2023-11-07,2023,11,7,1,277.655
2795,379,25,1,534.11,534.11,2023-12-13,2023,12,13,2,534.11
2796,169,10,4,395.37,1581.5,2023-02-13,2023,2,13,0,395.375
2797,339,77,4,60.28,241.1,2023-12-05,2023,12,5,1,60.275
2798,300,28,4,389.11,1556.43,2023-02-04,2023,2,4,5,389.1075
2799,186,82,3,468.58,1405.75,2023-12-11,2023,12,11,0,468.5833333333333
2800,44,36,4,525.45,2101.79,2023-04-17,2023,4,17,0,525.4475
2801,121,55,4,370.88,1483.54,2023-01-26,2023,1,26,3,370.885
2802,86,107,1,101.79,101.79,2023-09-20,2023,9,20,2,101.79
2803,464,115,3,507.82,1523.45,2023-09-09,2023,9,9,5,507.81666666666666
2804,254,52,4,134.86,539.43,2023-06-01,2023,6,1,3,134.8575
2805,228,29,3,376.58,1129.73,2023-12-13,2023,12,13,2,376.57666666666665
2806,403,29,2,345.93,691.85,2023-02-19,2023,2,19,6,345.925
2807,26,46,3,29.61,88.83,2023-03-20,2023,3,20,0,29.61
2808,452,110,4,159.74,638.96,2023-02-14,2023,2,14,1,159.74
2809,286,49,3,134.67,404.0,2023-03-21,2023,3,21,1,134.66666666666666
2810,462,110,1,170.69,170.69,2023-03-16,2023,3,16,3,170.69
2811,295,106,2,438.26,876.53,2023-05-26,2023,5,26,4,438.265
2812,193,60,2,12.73,25.46,2023-09-03,2023,9,3,6,12.73
2813,70,58,2,114.84,229.68,2023-09-14,2023,9,14,3,114.84
2814,343,116,1,140.29,140.29,2023-03-22,2023,3,22,2,140.29
2815,255,81,4,351.31,1405.25,2023-06-05,2023,6,5,0,351.3125
2816,70,88,1,209.82,209.82,2023-04-22,2023,4,22,5,209.82
2817,290,110,2,119.24,238.49,2023-06-24,2023,6,24,5,119.245
2818,455,101,4,233.28,933.14,2023-09-08,2023,9,8,4,233.285
2819,229,40,2,110.05,220.1,2023-07-19,2023,7,19,2,110.05
2820,500,69,1,316.9,316.9,2023-04-11,2023,4,11,1,316.9
2821,499,106,1,373.86,373.86,2023-12-25,2023,12,25,0,373.86
2822,478,10,4,414.37,1657.48,2023-09-05,2023,9,5,1,414.37
2823,267,25,4,391.48,1565.92,2023-07-15,2023,7,15,5,391.48
2824,333,97,2,466.75,933.49,2023-01-07,2023,1,7,5,466.745
2825,238,66,4,38.88,155.52,2023-03-29,2023,3,29,2,38.88
2826,496,77,4,57.65,230.58,2023-07-07,2023,7,7,4,57.645
2827,313,38,3,52.46,157.39,2023-12-15,2023,12,15,4,52.46333333333333
2828,85,115,1,530.22,530.22,2023-02-22,2023,2,22,2,530.22
2829,138,42,1,399.25,399.25,2023-12-15,2023,12,15,4,399.25
2830,314,54,1,454.11,454.11,2023-03-20,2023,3,20,0,454.11
2831,28,24,1,346.07,346.07,2023-01-02,2023,1,2,0,346.07
2832,184,111,2,277.31,554.63,2023-02-01,2023,2,1,2,277.315
2833,229,110,4,163.31,653.23,2023-08-09,2023,8,9,2,163.3075
2834,428,11,3,128.87,386.6,2023-03-21,2023,3,21,1,128.86666666666667
2835,336,31,1,222.08,222.08,2023-06-05,2023,6,5,0,222.08
2836,463,36,1,529.34,529.34,2023-11-08,2023,11,8,2,529.34
2837,322,72,2,462.47,924.94,2023-08-13,2023,8,13,6,462.47
2838,382,74,1,323.96,323.96,2023-05-16,2023,5,16,1,323.96
2839,189,44,4,313.74,1254.94,2023-12-14,2023,12,14,3,313.735
2840,129,50,1,18.35,18.35,2023-08-22,2023,8,22,1,18.35
2841,108,6,1,444.19,444.19,2023-04-10,2023,4,10,0,444.19
2842,158,36,4,397.32,1589.29,2023-10-06,2023,10,6,4,397.3225
2843,423,19,3,313.91,941.74,2023-03-15,2023,3,15,2,313.91333333333336
2844,158,69,3,272.99,818.97,2023-01-20,2023,1,20,4,272.99
2845,4,120,3,253.81,761.42,2023-12-09,2023,12,9,5,253.80666666666664
2846,262,97,4,444.25,1777.02,2023-02-08,2023,2,8,2,444.255
2847,13,33,3,91.69,275.07,2023-01-28,2023,1,28,5,91.69
2848,387,52,1,116.0,116.0,2023-06-14,2023,6,14,2,116.0
2849,298,58,2,147.03,294.06,2023-08-08,2023,8,8,1,147.03
2850,91,103,2,126.03,252.06,2023-11-18,2023,11,18,5,126.03
2851,421,47,2,197.63,395.27,2023-06-08,2023,6,8,3,197.635
2852,351,34,2,507.71,1015.42,2023-12-01,2023,12,1,4,507.71
2853,447,80,1,248.69,248.69,2023-06-28,2023,6,28,2,248.69
2854,64,64,3,276.94,830.81,2023-08-04,2023,8,4,4,276.93666666666667
2855,163,114,2,387.51,775.01,2023-09-29,2023,9,29,4,387.505
2856,12,115,1,380.28,380.28,2023-05-28,2023,5,28,6,380.28
2857,164,101,3,273.31,819.92,2023-07-27,2023,7,27,3,273.3066666666667
2858,212,105,4,308.2,1232.81,2023-02-18,2023,2,18,5,308.2025
2859,71,115,2,434.82,869.64,2023-02-21,2023,2,21,1,434.82
2860,25,119,1,122.82,122.82,2023-07-09,2023,7,9,6,122.82
2861,99,39,1,400.95,400.95,2023-04-17,2023,4,17,0,400.95
2862,82,50,1,14.58,14.58,2023-05-11,2023,5,11,3,14.58
2863,119,82,4,359.88,1439.53,2023-08-20,2023,8,20,6,359.8825
2864,98,55,3,330.32,990.96,2023-05-15,2023,5,15,0,330.32
2865,413,114,3,407.89,1223.68,2023-01-19,2023,1,19,3,407.8933333333334
2866,382,70,4,257.98,1031.93,2023-02-15,2023,2,15,2,257.9825
2867,379,10,1,305.33,305.33,2023-09-23,2023,9,23,5,305.33
2868,288,98,2,231.73,463.47,2023-02-20,2023,2,20,0,231.735
2869,419,5,3,405.45,1216.35,2023-09-01,2023,9,1,4,405.45
2870,281,26,2,271.61,543.21,2023-03-03,2023,3,3,4,271.605
2871,436,61,4,242.18,968.74,2023-04-03,2023,4,3,0,242.185
2872,406,23,4,406.34,1625.36,2023-01-07,2023,1,7,5,406.34
2873,389,33,3,106.4,319.21,2023-06-18,2023,6,18,6,106.40333333333332
2874,407,103,4,158.48,633.93,2023-04-28,2023,4,28,4,158.4825
2875,448,16,1,238.3,238.3,2023-11-13,2023,11,13,0,238.3
2876,211,76,2,15.34,30.67,2023-04-11,2023,4,11,1,15.335
2877,407,114,3,347.66,1042.99,2023-02-22,2023,2,22,2,347.66333333333336
2878,239,101,2,258.54,517.09,2023-06-09,2023,6,9,4,258.545
2879,248,17,2,195.86,391.73,2023-07-02,2023,7,2,6,195.865
2880,283,61,1,211.59,211.59,2023-11-10,2023,11,10,4,211.59
2881,14,34,3,456.52,1369.55,2023-05-01,2023,5,1,0,456.51666666666665
2882,49,108,2,461.81,923.62,2023-09-15,2023,9,15,4,461.81
2883,194,3,2,255.22,510.44,2023-11-18,2023,11,18,5,255.22
2884,259,27,3,246.9,740.71,2023-07-20,2023,7,20,3,246.90333333333334
2885,117,6,4,448.39,1793.58,2023-09-20,2023,9,20,2,448.395
2886,306,24,4,347.29,1389.15,2023-09-03,2023,9,3,6,347.2875
2887,229,8,4,290.07,1160.3,2023-09-01,2023,9,1,4,290.075
2888,49,54,3,438.48,1315.45,2023-03-26,2023,3,26,6,438.48333333333335
2889,85,42,3,376.63,1129.88,2023-05-09,2023,5,9,1,376.6266666666667
2890,84,70,1,216.67,216.67,2023-06-15,2023,6,15,3,216.67
2891,346,115,2,468.93,937.85,2023-12-02,2023,12,2,5,468.925
2892,495,71,1,390.86,390.86,2023-11-11,2023,11,11,5,390.86
2893,378,2,1,163.71,163.71,2023-09-29,2023,9,29,4,163.71
2894,46,23,3,421.34,1264.02,2023-01-16,2023,1,16,0,421.34
2895,28,96,4,406.18,1624.72,2023-07-10,2023,7,10,0,406.18
2896,219,48,2,340.91,681.81,2023-08-27,2023,8,27,6,340.905
2897,398,24,2,349.02,698.04,2023-09-06,2023,9,6,2,349.02
2898,108,87,4,448.44,1793.76,2023-11-03,2023,11,3,4,448.44
2899,96,113,2,164.26,328.53,2023-02-12,2023,2,12,6,164.265
2900,133,3,3,299.51,898.52,2023-03-15,2023,3,15,2,299.50666666666666
2901,98,14,1,175.87,175.87,2023-08-22,2023,8,22,1,175.87
2902,430,21,4,27.31,109.24,2023-11-20,2023,11,20,0,27.31
2903,310,43,2,210.52,421.04,2023-05-02,2023,5,2,1,210.52
2904,212,68,3,582.39,1747.17,2023-08-16,2023,8,16,2,582.39
2905,100,1,3,483.3,1449.9,2023-06-17,2023,6,17,5,483.3
2906,299,2,1,186.82,186.82,2023-05-27,2023,5,27,5,186.82
2907,77,58,2,130.3,260.6,2023-09-12,2023,9,12,1,130.3
2908,431,43,1,284.21,284.21,2023-01-14,2023,1,14,5,284.21
2909,385,103,2,116.71,233.42,2023-01-22,2023,1,22,6,116.71
2910,107,81,1,384.0,384.0,2023-08-29,2023,8,29,1,384.0
2911,107,25,3,532.53,1597.6,2023-05-18,2023,5,18,3,532.5333333333333
2912,268,2,4,161.03,644.14,2023-05-27,2023,5,27,5,161.035
2913,71,25,2,435.95,871.89,2023-09-08,2023,9,8,4,435.945
2914,236,64,4,234.44,937.76,2023-04-30,2023,4,30,6,234.44
2915,313,101,2,223.5,447.01,2023-12-16,2023,12,16,5,223.505
2916,103,110,3,129.84,389.51,2023-05-16,2023,5,16,1,129.83666666666667
2917,61,97,2,450.95,901.91,2023-04-28,2023,4,28,4,450.955
2918,394,11,1,101.61,101.61,2023-06-04,2023,6,4,6,101.61
2919,268,23,1,367.31,367.31,2023-05-04,2023,5,4,3,367.31
2920,149,29,3,473.74,1421.22,2023-07-28,2023,7,28,4,473.74
2921,44,54,3,476.52,1429.57,2023-09-12,2023,9,12,1,476.5233333333333
2922,104,7,2,399.07,798.13,2023-05-12,2023,5,12,4,399.065
2923,233,30,3,445.18,1335.54,2023-06-28,2023,6,28,2,445.18
2924,247,62,2,418.89,837.78,2023-04-13,2023,4,13,3,418.89
2925,178,40,2,115.14,230.29,2023-09-06,2023,9,6,2,115.145
2926,201,104,4,424.69,1698.77,2023-09-14,2023,9,14,3,424.6925
2927,102,36,4,402.21,1608.84,2023-10-31,2023,10,31,1,402.21
2928,54,19,4,332.26,1329.02,2023-04-06,2023,4,6,3,332.255
2929,111,86,2,394.0,788.0,2023-05-12,2023,5,12,4,394.0
2930,81,36,1,401.64,401.64,2023-11-02,2023,11,2,3,401.64
2931,93,50,3,12.81,38.42,2023-10-09,2023,10,9,0,12.806666666666667
2932,489,30,3,453.88,1361.65,2023-11-03,2023,11,3,4,453.8833333333334
2933,228,80,3,313.46,940.39,2023-01-15,2023,1,15,6,313.4633333333333
2934,270,81,4,434.59,1738.35,2023-08-16,2023,8,16,2,434.5875
2935,324,35,1,160.63,160.63,2023-05-21,2023,5,21,6,160.63
2936,190,97,4,524.94,2099.75,2023-05-03,2023,5,3,2,524.9375
2937,429,105,1,306.66,306.66,2023-11-11,2023,11,11,5,306.66
2938,268,64,3,213.14,639.41,2023-03-03,2023,3,3,4,213.13666666666666
2939,195,113,1,171.53,171.53,2023-10-26,2023,10,26,3,171.53
2940,437,116,4,176.79,707.17,2023-11-21,2023,11,21,1,176.7925
2941,453,34,2,388.97,777.95,2023-06-30,2023,6,30,4,388.975
2942,4,87,4,564.85,2259.41,2023-09-13,2023,9,13,2,564.8525
2943,470,49,4,148.34,593.35,2023-11-13,2023,11,13,0,148.3375
2944,441,101,3,281.05,843.16,2023-03-21,2023,3,21,1,281.05333333333334
2945,460,46,1,32.75,32.75,2023-02-05,2023,2,5,6,32.75
2946,305,1,2,465.27,930.54,2023-08-09,2023,8,9,2,465.27
2947,256,37,2,404.39,808.78,2023-11-15,2023,11,15,2,404.39
2948,254,42,4,312.01,1248.02,2023-06-15,2023,6,15,3,312.005
2949,252,50,4,15.69,62.76,2023-02-03,2023,2,3,4,15.69
2950,76,34,1,424.82,424.82,2023-01-03,2023,1,3,1,424.82
2951,469,115,3,459.93,1379.79,2023-09-30,2023,9,30,5,459.93
2952,472,73,3,8.02,24.05,2023-09-28,2023,9,28,3,8.016666666666667
2953,216,105,4,261.55,1046.18,2023-07-25,2023,7,25,1,261.545
2954,238,45,1,355.78,355.78,2023-11-02,2023,11,2,3,355.78
2955,230,66,3,42.58,127.73,2023-05-25,2023,5,25,3,42.57666666666667
2956,171,35,2,147.77,295.53,2023-10-14,2023,10,14,5,147.765
2957,384,89,2,244.95,489.9,2023-10-13,2023,10,13,4,244.95
2958,97,3,1,224.8,224.8,2023-06-21,2023,6,21,2,224.8
2959,472,113,1,150.86,150.86,2023-09-15,2023,9,15,4,150.86
2960,128,63,4,300.03,1200.12,2023-08-20,2023,8,20,6,300.03
2961,489,39,4,452.09,1808.36,2023-06-03,2023,6,3,5,452.09
2962,226,31,4,201.54,806.17,2023-12-25,2023,12,25,0,201.5425
2963,375,53,1,474.9,474.9,2023-01-12,2023,1,12,3,474.9
